is_winner,game_duration,tower_kills,dragon_kills,baron_kills,total_kills,total_assists,total_deaths,total_damage_dealt,total_gold_earned,total_minions_killed,total_time_cc_dealt,total_time_played,had_afk_teammates,total_scuttle_crab_kills,total_ward_takedowns,total_wards_placed,gold15,damage_done15,kills15,cs15
True,1288,5,2,0,32,29,9,67800,44821,481,83,6440,False,4,0,31,27205,32170,39151,403
False,1999,4,0,0,22,30,35,129015,57061,680,220,9995,False,5,0,99,24632,27543,38759,411
True,1999,9,4,1,35,60,22,128330,62732,658,236,9995,False,5,0,71,22570,24696,41208,386
True,1896,11,3,1,30,47,21,108174,68687,843,113,9480,False,7,0,70,26825,27507,40331,443
False,1896,2,1,0,21,33,30,91463,55866,767,121,9480,False,2,0,57,22876,22528,39313,362
True,1964,10,5,1,37,53,23,118543,70026,771,146,9820,False,9,0,53,24113,27498,48984,373
False,1964,4,0,0,23,25,37,143644,58342,757,365,9820,False,1,0,65,23732,31821,39308,371
True,2006,9,2,0,33,40,37,123415,64409,734,320,10030,False,2,0,71,23180,25769,41045,394
False,2006,3,3,2,37,58,33,195371,65507,640,141,10030,False,6,0,69,26180,30093,39347,411
True,1513,5,2,0,38,38,26,96205,51185,501,109,7565,False,3,0,53,25599,33737,42775,357
False,1513,1,1,0,26,29,38,81744,43406,452,87,7565,False,3,0,41,24108,27848,50218,353
False,937,0,0,0,5,6,18,27648,23276,308,71,4685,False,1,0,14,20885,25809,46439,342
True,937,1,2,0,18,17,5,41298,30552,366,68,4685,False,4,0,24,25745,35880,39537,395
False,1434,2,0,0,11,16,27,58339,38529,511,85,7170,False,6,0,43,21861,20031,41740,424
True,1434,6,3,1,27,37,11,74322,49566,549,99,7170,False,2,0,33,24335,27725,33871,402
False,1417,3,1,0,17,20,30,48343,39723,424,128,7085,False,4,0,54,24015,24603,38193,351
True,1417,5,2,1,30,52,17,67056,49198,494,124,7085,False,3,0,42,25129,24470,36135,374
False,1818,2,1,0,27,34,43,83529,56766,649,125,9090,False,1,0,66,23892,30088,52642,319
True,1818,10,3,0,42,41,29,121119,65165,713,123,9090,False,7,0,64,29119,43073,45150,400
True,2315,8,2,1,38,78,26,160080,75410,813,165,11575,False,4,0,74,23383,24733,33889,409
False,2315,6,4,1,26,49,38,109324,67436,759,192,11575,False,6,0,78,22561,22782,37017,388
False,2021,5,2,0,26,34,40,98452,61495,710,137,10105,False,6,0,60,24188,21747,44289,346
True,2021,11,3,2,39,70,26,131852,74055,807,92,10105,False,4,0,61,25756,27647,36521,402
True,1511,11,2,1,39,42,27,110701,57863,514,73,7555,False,4,0,40,27804,33779,41044,404
False,1511,0,1,0,27,42,39,64836,42148,390,75,7555,False,4,0,42,24210,23899,48340,319
False,1801,4,1,0,23,30,39,98410,52187,609,101,9005,False,3,0,57,24399,30949,46318,384
True,1801,10,2,1,38,65,23,114554,61954,652,152,9005,False,5,0,55,23755,29849,43576,360
True,1830,8,3,1,40,61,26,117016,64510,612,103,9150,False,5,0,51,24930,27352,49970,389
False,1830,3,2,1,26,33,40,126273,56551,622,109,9150,False,4,0,62,24159,33172,42379,399
True,2151,9,4,1,48,67,29,151249,74720,773,117,10755,False,6,0,69,24493,30854,42284,408
False,2151,4,1,0,29,38,48,111975,65846,797,112,10755,False,4,0,75,24217,28151,41735,375
False,1745,4,2,0,13,16,25,75569,52680,709,117,8725,False,6,0,56,26947,23646,36123,435
True,1745,9,3,1,25,52,13,88354,59441,692,76,8725,False,3,0,56,23455,22577,35420,423
True,2379,10,2,3,34,52,42,176359,79717,823,211,11895,False,7,0,85,25157,26263,41329,412
False,2379,4,3,0,42,68,34,242014,73738,783,147,11895,False,5,0,87,24548,30267,38391,367
True,1767,10,2,2,28,36,33,95621,61233,652,117,8835,False,5,0,62,26286,33115,48707,403
False,1767,3,2,0,33,46,28,104178,56989,614,118,8835,False,4,0,42,23517,29659,46954,352
False,2072,3,1,0,17,24,25,147693,58615,864,163,10360,False,6,0,52,20880,26331,33384,435
True,2072,11,4,1,25,22,17,120865,68343,884,168,10360,False,4,0,72,22361,22036,43477,442
True,1331,10,1,0,30,25,11,67724,48649,511,71,6655,False,4,0,42,28887,28631,39922,416
False,1331,1,1,0,11,11,30,56388,33865,438,97,6655,False,1,0,37,20809,26211,41750,363
True,922,1,1,0,17,18,6,42899,29242,362,57,4610,False,3,0,24,25189,35352,44498,390
False,922,0,1,0,6,6,17,33404,21777,280,48,4610,False,0,0,23,20003,29238,46045,319
False,2127,8,3,0,39,42,53,143474,71398,748,187,10635,False,9,0,70,28682,31891,52168,451
True,2127,9,3,0,53,94,39,188083,74763,697,206,10635,False,0,0,73,26375,32073,45918,348
True,2082,10,2,1,38,64,41,156889,73719,788,134,10410,False,5,0,69,23093,19644,41566,426
False,2082,5,3,0,40,65,38,126156,65777,642,179,10410,False,5,0,43,23816,23187,32996,335
True,1852,7,4,0,38,49,23,112537,62112,682,98,9260,False,4,0,57,24834,27830,38451,398
False,1852,1,0,1,23,25,38,81141,52681,578,145,9260,False,4,0,51,23934,25661,40225,340
True,2315,11,4,2,48,73,34,176398,79705,761,361,11575,False,9,0,95,23458,20867,40105,413
False,2315,4,2,0,34,38,49,131471,68214,766,170,11575,False,1,0,55,23330,23637,37746,404
True,1838,10,2,1,42,59,27,127874,63439,572,167,9190,False,5,0,39,25056,32331,41030,350
False,1838,4,2,0,27,43,42,106687,54829,569,135,9190,False,3,0,44,24416,29718,45020,361
False,2084,5,1,0,36,59,41,136940,64586,693,181,10420,False,4,0,65,24220,30840,36646,379
True,2084,11,4,2,41,50,36,133256,73916,748,110,10420,False,6,0,86,23987,24545,43322,392
True,3488,11,5,1,66,103,69,314444,111527,990,302,17440,False,11,0,116,22636,23048,41979,340
False,3488,10,3,3,69,71,66,305225,116546,1154,263,17440,False,5,0,125,23185,28632,35725,379
True,2102,8,2,1,40,48,33,141894,71617,743,120,10510,False,6,0,60,25486,29292,47826,348
False,2102,9,3,1,33,59,40,148727,66889,720,146,10510,False,5,0,73,23809,36403,45727,367
False,1650,3,0,0,15,15,28,61732,46195,588,111,8250,False,2,0,97,22693,28711,40364,369
True,1650,11,4,1,28,35,15,91026,53918,598,122,8250,False,5,0,65,23314,26552,42278,395
True,1359,5,1,0,28,24,15,75176,47088,517,72,6795,False,5,0,46,24344,29115,36022,384
False,1359,0,2,0,15,11,28,42465,37574,481,157,6795,False,1,0,42,23545,19058,43597,362
True,1895,11,3,1,45,72,20,155295,67701,675,199,9475,False,6,0,65,26401,33250,38603,415
False,1895,2,2,0,20,29,45,98691,56666,685,159,9475,False,2,0,48,21999,21628,50941,390
False,1946,2,0,0,17,25,26,90254,51507,696,98,9730,False,4,0,53,22008,23981,39960,417
True,1946,10,3,1,26,27,17,93955,64085,804,100,9730,False,4,0,77,23333,25876,38342,405
True,1829,11,4,1,30,58,14,137679,60019,660,109,9145,False,3,0,62,22231,28784,40749,378
False,1829,3,0,0,14,17,30,100355,48349,572,148,9145,False,6,0,51,22697,24432,44086,398
False,1597,3,0,0,15,20,27,58487,45005,595,146,7985,False,3,0,54,23256,20168,33098,401
True,1597,10,3,1,27,45,15,82655,55792,649,121,7985,False,4,0,59,21958,18902,34651,432
True,2010,9,2,0,48,62,36,202219,69357,661,194,10050,False,7,0,44,25419,37726,39708,403
False,2010,3,3,0,36,53,48,145155,60627,639,162,10050,False,1,0,48,23952,28114,54602,411
False,957,0,1,0,4,7,23,36486,22098,271,61,4785,False,0,0,23,19532,29544,44786,308
True,957,6,1,0,23,20,4,40654,36767,399,27,4785,False,4,0,18,31494,32733,51585,440
True,2057,11,2,1,49,72,37,138086,70793,586,103,10285,False,8,0,58,24923,28246,38665,352
False,2057,1,3,0,37,59,49,141084,67956,718,177,10285,False,2,0,59,23875,27422,43907,366
True,2192,7,1,0,43,84,45,152072,72966,707,211,10960,False,5,0,89,24857,31175,43475,343
False,2192,9,4,1,44,59,43,154614,72415,650,148,10960,False,3,0,75,23942,28418,44494,341
True,1845,8,3,0,44,42,29,130010,64460,610,106,9225,False,4,0,74,26634,36022,45271,359
False,1845,3,1,1,29,34,44,107125,62200,618,153,9225,False,4,0,49,27104,31766,52890,376
False,932,0,1,0,5,4,16,31777,22676,330,50,4660,False,3,0,21,20897,26183,42069,369
True,932,0,1,0,16,19,5,36212,27185,297,88,4660,False,2,0,27,24179,28436,39746,346
False,1817,2,0,0,16,21,46,101651,51847,704,154,9085,False,2,0,56,22398,34896,44744,359
True,1817,11,4,1,46,56,16,104881,69415,824,127,9085,False,6,0,49,29229,32528,50113,462
True,1790,11,3,1,40,50,17,125561,67387,726,151,8950,False,7,0,40,26449,28460,43098,437
False,1790,1,0,0,17,12,40,95359,49863,675,87,8950,False,1,0,56,22688,27440,45706,377
True,1921,8,0,0,34,53,29,128967,63121,681,210,9605,False,5,0,57,22154,28384,45182,365
False,1921,4,4,1,29,43,34,116653,56836,617,176,9605,False,4,0,54,24068,31722,42710,337
False,1378,0,1,0,10,8,36,48490,35419,524,53,6890,False,2,0,41,23696,27280,55315,423
True,1378,10,2,0,36,32,10,92739,52571,559,145,6890,False,3,0,48,27653,40760,41521,411
False,1846,3,2,0,14,15,36,73582,51835,690,125,9230,False,4,0,63,22538,24369,44768,387
True,1846,9,2,1,36,64,14,132476,65107,778,132,9230,False,3,0,58,25075,30733,37232,435
False,2082,4,2,0,26,30,37,123989,62353,767,99,10410,False,3,0,75,24320,28589,46154,394
True,2082,9,3,1,37,64,26,138500,69462,754,121,10410,False,8,0,69,21853,26877,39272,345
False,1155,0,0,0,9,5,21,37752,29161,390,81,5775,False,1,0,32,22232,25378,42396,362
True,1155,3,3,0,21,27,9,49044,38492,464,61,5775,False,4,0,40,25285,26768,39531,409
True,1298,9,3,0,28,33,15,67090,50183,551,121,6490,False,5,0,36,29589,24384,30486,471
False,1298,0,0,0,15,21,28,39113,35871,419,133,6490,False,1,0,24,21668,16916,39309,358
True,1847,11,3,0,32,39,28,120125,63401,756,145,9235,False,6,0,64,25760,32269,40023,381
False,1847,4,2,1,28,45,32,110398,57683,672,144,9235,False,2,0,47,21821,25143,42589,334
True,1966,11,2,2,27,36,22,130412,66398,725,136,9830,False,6,0,79,24856,29035,34384,429
False,1966,3,2,0,22,29,27,79665,57734,776,118,9830,False,2,0,54,21447,20407,40759,338
False,1612,3,0,0,10,17,25,65996,43704,549,122,8060,False,3,0,41,20308,21931,37239,391
True,1612,11,4,1,25,29,11,88030,52954,614,119,8060,False,3,0,46,24406,27480,37773,396
True,2623,10,4,1,38,60,32,161971,84279,928,134,13115,False,7,0,88,22414,18717,33789,428
False,2623,7,3,2,32,48,39,178429,84083,985,223,13115,False,5,0,97,22547,19953,29796,439
False,1359,2,0,0,14,13,29,51063,37735,496,87,6795,False,0,0,51,22701,25929,37569,370
True,1359,4,2,0,29,26,15,62590,45853,528,81,6795,False,6,0,46,26286,26811,42665,434
True,946,3,2,0,21,22,9,39501,32489,334,94,4730,False,2,0,32,27355,30223,39894,379
False,946,0,0,0,9,10,21,32364,24888,319,28,4730,False,2,0,22,22470,26102,43520,376
False,1852,3,2,0,26,44,32,112580,51630,555,161,9260,False,2,0,83,22553,30868,45281,339
True,1852,10,3,2,32,48,26,103830,62244,626,129,9260,False,7,0,68,22678,31699,41293,363
False,2171,2,2,0,35,52,38,141708,63108,750,156,10855,False,4,0,56,22278,23997,32482,374
True,2171,10,4,1,38,44,35,140016,74243,775,197,10855,False,5,0,67,23606,22785,37375,403
True,1627,9,4,0,33,52,14,90091,55676,600,128,8135,False,4,0,56,24313,22625,28036,417
False,1627,2,0,0,14,17,33,56460,43978,614,94,8135,False,3,0,62,22150,15933,35249,428
True,1146,3,2,0,22,29,14,64995,37507,418,59,5730,False,3,0,31,26104,34248,42492,381
False,1146,1,0,0,14,14,23,56694,33294,399,71,5730,False,2,0,29,22876,31600,50746,381
True,2299,10,2,1,41,71,34,160077,76523,788,262,11495,False,6,0,62,24861,28219,37411,368
False,2299,3,3,0,33,61,41,139300,68884,802,154,11495,False,2,0,88,23047,23851,38817,348
False,1690,3,2,0,18,16,35,76966,47125,636,110,8450,False,3,0,51,23827,30304,45519,388
True,1690,10,2,1,35,24,18,98940,59484,635,74,8450,False,5,0,39,26284,31702,45734,389
False,1713,2,1,0,19,37,38,90000,49753,654,171,8565,False,0,0,38,22113,18736,33825,386
True,1713,11,3,1,38,72,19,117212,60635,618,106,8565,False,6,0,50,24433,21165,32125,411
True,1793,11,3,1,42,51,26,115347,62549,607,186,8965,False,4,0,48,26236,32532,47388,356
False,1793,1,1,0,26,32,42,109131,50429,560,178,8965,False,3,0,41,22462,28107,41625,307
True,1406,4,1,0,35,43,16,74392,47148,501,205,7030,False,3,0,51,25376,30876,39072,346
False,1406,1,2,0,16,14,35,64248,38062,464,41,7030,False,4,0,37,23238,28439,43372,367
True,2012,7,2,1,40,76,18,142721,63873,680,144,10060,False,4,0,74,24916,30158,34218,367
False,2012,7,3,0,18,21,40,101998,59536,701,152,10060,False,4,0,56,22266,23236,46634,419
True,2370,7,5,1,49,67,45,171844,80365,827,137,11850,False,4,0,51,22450,26300,51203,341
False,2370,9,1,1,45,52,49,196245,78261,770,218,11850,False,6,0,74,28185,38115,38632,385
True,1407,9,3,1,44,68,17,81210,51678,437,108,7035,False,3,0,48,26403,30980,37554,344
False,1407,3,0,0,17,13,44,51224,42204,490,101,7035,False,3,0,38,23629,24615,45364,354
True,1903,8,1,1,27,45,16,103846,61540,774,132,9515,False,3,0,51,22365,18378,32577,438
False,1903,3,1,0,16,25,28,91507,53077,727,90,9515,False,3,0,51,21836,19283,33153,423
False,2337,6,0,1,36,36,48,169621,75554,818,206,11685,False,4,0,66,22096,23849,38934,370
True,2337,6,4,1,48,62,36,148764,77166,780,438,11685,False,6,0,80,26382,28128,42837,399
True,1015,5,2,0,12,11,7,41538,32194,399,85,5075,False,2,0,28,24191,30276,40506,425
False,1015,0,0,0,7,7,12,27661,24395,283,37,5075,False,2,0,27,21157,21418,47538,328
True,2280,9,3,1,59,132,33,175797,78114,770,279,11400,False,5,0,68,23249,26021,37657,342
False,2280,7,3,2,32,56,59,144451,71819,738,171,11400,False,4,0,84,25700,28990,41274,407
False,915,0,0,0,5,5,14,26278,22300,299,43,4575,False,2,0,27,21131,24472,41384,371
True,915,3,2,0,14,16,5,35361,30343,353,46,4575,False,3,0,29,26328,27278,39270,409
False,1658,2,0,1,17,16,17,80808,49980,668,78,8290,False,3,0,52,24032,26653,39013,415
True,1658,11,4,0,17,23,17,82469,55196,702,144,8290,False,4,0,48,25063,21466,41034,410
False,2201,5,2,0,40,50,44,115988,67588,742,172,11005,False,6,0,54,28463,29905,35397,386
True,2201,11,3,2,44,86,40,148702,76814,750,178,11005,False,4,0,67,21991,23466,39390,368
False,1359,2,0,0,14,24,28,52836,37737,473,148,6795,False,1,0,42,20958,22151,32769,377
True,1359,4,3,1,28,43,14,73343,48569,474,88,6795,False,6,0,43,25019,21059,33097,420
False,2017,4,1,0,34,48,46,113078,65685,714,84,10085,False,2,0,72,26136,24200,39099,381
True,2017,7,3,2,46,63,34,128479,73841,739,189,10085,False,6,0,90,26590,28479,35930,406
False,1587,2,0,0,25,50,45,93831,45972,505,86,7935,False,3,0,45,24039,24774,33404,385
True,1587,9,2,1,45,79,25,120022,58553,531,151,7935,False,4,0,46,23298,21703,37402,374
False,965,0,0,0,6,6,16,22881,23127,269,49,4825,False,1,0,25,20141,19532,42461,305
True,965,3,2,0,16,8,6,42675,32140,445,52,4825,False,4,0,35,27883,34259,36769,488
True,1928,9,3,1,31,42,31,115046,65388,728,126,9640,False,5,0,60,24423,21296,42977,415
False,1928,4,2,0,31,40,31,118644,59557,695,168,9640,False,4,0,66,23769,25915,36929,434
True,1963,8,2,1,34,40,16,112153,66616,726,61,9815,False,6,0,74,23991,21130,33057,422
False,1963,2,2,0,16,16,34,97303,54014,725,96,9815,False,3,0,45,21763,19290,32233,404
False,1599,0,0,0,12,23,30,67569,42047,583,88,7995,False,2,0,46,20393,25376,30959,379
True,1599,10,3,1,30,33,12,74471,58030,635,113,7995,False,5,0,67,24205,22465,42418,411
False,1859,1,1,0,15,14,29,69212,51023,718,91,9295,False,3,0,74,21773,19444,39904,406
True,1859,8,3,1,29,35,15,84251,62785,715,109,9295,False,6,0,61,25217,23375,36150,407
False,1994,3,0,1,28,62,51,129869,61171,699,182,9970,False,1,0,52,22896,27528,45017,393
True,1994,10,5,1,51,62,28,154142,71462,633,136,9970,False,6,0,62,25302,32584,40974,389
False,1409,0,0,0,13,12,36,49543,37772,493,70,7045,False,3,0,33,20930,22967,42156,396
True,1409,10,3,0,36,36,13,82648,52604,548,142,7045,False,2,0,38,28467,31365,42321,387
False,1779,2,0,0,25,26,35,94799,54198,673,105,8895,False,2,0,42,23862,24146,36590,369
True,1779,11,4,1,35,35,25,108638,63371,681,89,8895,False,4,0,54,26541,28142,40216,400
True,1465,7,1,1,18,46,13,65896,48734,624,102,7325,False,5,0,46,23465,21731,36805,452
False,1465,4,2,0,13,28,18,63081,42017,556,98,7325,False,2,0,38,22095,22409,33394,405
True,1135,2,2,0,22,23,4,47357,35340,410,81,5675,False,3,0,37,24992,28472,40510,359
False,1135,0,1,0,4,6,22,32893,25872,353,47,5675,False,1,0,40,19077,24259,39245,308
False,1548,2,1,0,16,28,38,78403,42798,483,69,7740,False,1,0,57,21460,28006,44780,323
True,1548,8,3,0,38,48,16,95467,56772,596,66,7740,False,5,0,45,26985,35875,45540,409
False,1999,3,1,0,33,32,43,115900,62279,659,115,9995,False,5,0,72,25400,25530,39132,444
True,1999,8,4,1,43,59,33,117530,68737,699,102,9995,False,5,0,67,22883,23347,34764,392
False,1858,1,2,0,36,57,42,114414,60362,649,132,9290,False,4,0,67,26307,28668,34987,383
True,1858,9,2,1,42,61,36,125478,67334,691,145,9290,False,3,0,77,24982,26326,40496,417
False,2654,3,3,0,40,68,40,211362,81045,1042,347,13270,False,7,0,97,23104,27626,38574,401
True,2654,11,3,2,40,65,40,201863,85404,900,201,13270,False,4,0,77,24111,30338,40612,364
True,1292,10,1,0,39,46,13,89798,50164,473,128,6460,False,2,0,31,27381,37397,44902,391
False,1292,2,1,0,13,16,39,60180,36787,458,90,6460,False,3,0,34,21627,28269,49143,367
False,1919,5,0,0,40,50,43,122517,60374,676,195,9595,False,4,0,54,26104,32893,47709,384
True,1919,9,4,1,43,61,40,165504,71443,751,150,9595,False,6,0,76,26558,34510,51233,419
True,999,4,2,0,17,13,6,43470,33471,411,53,4995,False,1,0,26,27123,31320,36173,396
False,999,1,0,0,6,6,17,27230,24951,339,80,4995,False,2,0,22,20738,21730,42649,352
False,3080,11,3,1,47,63,62,262111,98777,1058,252,15400,False,10,0,78,25115,32223,40753,429
True,3080,10,4,3,62,78,47,216770,102678,1111,303,15400,False,4,0,79,24941,26395,41975,394
False,1490,1,0,0,13,25,37,78069,39982,478,148,7450,False,2,0,46,21232,27052,40839,358
True,1490,11,3,0,37,53,13,93496,51007,472,154,7450,False,4,0,37,25695,27498,41113,382
True,2311,8,3,0,54,94,42,182037,77483,796,237,11555,False,5,0,83,24149,29906,39451,371
False,2311,8,2,1,42,58,54,139733,77837,784,216,11555,False,5,0,86,25077,28088,45857,340
False,1528,1,0,0,25,24,37,79516,44002,519,123,7640,False,0,0,44,22406,29402,44616,356
True,1528,6,3,0,37,48,25,96684,50200,503,144,7640,False,6,0,56,24131,32129,41887,335
False,2269,5,3,0,38,55,57,143822,69942,724,173,11345,False,5,0,85,23511,28905,44882,384
True,2269,11,3,2,57,76,38,172441,81881,746,175,11345,False,6,0,68,25353,28380,41575,377
False,2547,4,4,0,39,78,36,163193,77539,864,222,12735,False,5,0,86,22738,21673,44943,365
True,2547,11,2,2,36,53,39,201074,86375,978,218,12735,False,6,0,92,24447,28738,37481,422
True,2326,11,2,0,38,44,40,146773,76869,847,128,11630,False,3,0,64,23588,24809,36715,386
False,2326,10,4,1,40,75,38,158158,74376,791,177,11630,False,6,0,81,23866,24774,37164,390
False,2080,4,3,0,23,34,30,103465,64838,897,201,10400,False,3,0,88,26393,23955,34128,428
True,2080,11,2,1,30,49,23,118364,71099,895,197,10400,False,6,0,83,23483,19580,34465,414
False,1503,2,1,0,14,28,20,62177,41081,542,115,7515,False,3,0,52,20658,19819,41051,395
True,1503,9,2,0,20,35,14,80586,49689,613,113,7515,False,4,0,47,24378,27655,30849,429
True,2267,10,3,2,44,66,33,187046,77014,884,213,11335,False,6,0,91,24622,37446,33662,414
False,2267,7,3,0,33,36,44,118964,73383,891,145,11335,False,4,0,65,23899,21956,53605,400
True,936,5,0,0,18,18,5,38940,32614,390,80,4680,False,2,0,19,28713,32397,35868,426
False,936,0,1,0,5,5,18,21934,23216,325,52,4680,False,3,0,23,20850,18227,44143,380
False,1351,0,0,0,7,9,21,43124,34910,508,66,6755,False,3,0,45,20121,16415,38030,397
True,1351,11,3,0,21,30,7,52605,49218,565,82,6755,False,3,0,41,26612,24054,32213,438
True,2079,10,2,2,46,60,34,137368,77239,805,200,10395,False,5,0,66,24489,23910,42018,399
False,2079,4,3,0,34,53,46,132477,61526,681,200,10395,False,3,0,57,24192,29227,33824,347
False,2058,3,5,0,24,32,27,113583,59759,698,351,10290,False,6,0,77,23193,21086,35459,424
True,2058,4,0,1,27,54,24,103019,62133,731,142,10290,False,5,0,53,20937,16549,32298,400
False,2222,5,1,0,17,21,34,129471,64746,827,131,11110,False,7,0,52,24062,21862,35359,435
True,2222,10,5,2,33,52,17,123654,76602,914,132,11110,False,5,0,79,22940,18115,30784,405
False,1751,2,1,0,11,18,21,103742,47578,727,180,8755,False,2,0,58,21513,29693,37995,426
True,1751,11,3,1,21,42,11,92310,60047,706,194,8755,False,5,0,72,23335,23434,48285,457
False,1716,2,0,0,13,19,27,53365,45807,605,91,8580,False,2,0,73,20822,13939,34425,374
True,1716,8,4,1,27,41,13,87646,58276,716,154,8580,False,6,0,49,24943,23889,26482,448
True,1843,10,4,2,41,55,18,122928,67834,652,165,9215,False,5,0,58,27473,29960,33672,410
False,1843,2,1,0,18,29,41,70164,56651,760,77,9215,False,4,0,59,21707,17577,42016,394
True,1548,10,4,1,34,43,17,104832,58091,558,290,7740,False,5,0,48,27579,40799,46346,404
False,1548,2,0,0,17,20,34,64507,42976,502,128,7740,False,2,0,43,22395,30639,53922,312
True,1752,9,4,0,44,51,15,114350,62252,651,150,8760,False,7,0,58,26657,35324,39347,410
False,1752,4,0,1,15,17,44,94406,52977,667,74,8760,False,0,0,46,22262,28501,44767,367
True,1832,8,3,1,44,69,30,142039,66368,674,242,9160,False,3,0,54,27471,39203,43000,399
False,1832,2,1,0,30,36,44,96383,57242,678,111,9160,False,4,0,53,25830,27335,55832,436
False,1518,4,0,0,18,22,35,73282,44766,566,166,7590,False,2,0,35,24889,28045,45241,441
True,1518,10,3,1,34,56,18,95056,55639,562,83,7590,False,5,0,51,24464,29782,42134,401
False,2626,9,3,0,42,54,55,155379,85051,951,146,13130,False,9,0,103,25936,27255,43013,393
True,2626,8,4,3,55,99,42,172939,92753,856,150,13130,False,4,0,115,24328,27269,42491,359
False,1147,1,1,0,8,6,26,33585,28781,370,60,5735,False,3,0,29,21644,21144,39797,380
True,1147,2,1,0,26,34,8,49647,36521,427,73,5735,False,1,0,36,25978,27502,37537,398
True,2118,9,3,0,40,68,30,115387,67693,662,205,10590,False,5,0,66,24508,23930,43350,333
False,2118,8,2,2,30,43,40,156574,68493,666,128,10590,False,5,0,47,24099,29101,39987,378
True,1868,8,3,1,49,87,28,136945,65030,631,230,9340,False,4,0,60,27128,34228,42520,393
False,1868,3,1,0,28,42,49,111352,57340,687,151,9340,False,5,0,44,26131,26531,51960,404
True,1925,9,2,1,29,49,30,98775,63942,667,191,9625,False,5,0,64,22322,17853,41744,388
False,1925,4,2,0,30,36,29,118340,59020,741,289,9625,False,4,0,53,25212,30657,36246,448
True,2143,9,5,2,44,51,34,145333,76287,738,241,10715,False,6,0,57,26668,29188,30500,409
False,2143,4,0,0,34,56,44,115534,67254,768,165,10715,False,2,0,72,22085,16798,39705,364
False,1655,2,2,0,16,16,35,66422,44195,598,94,8275,False,1,0,54,23321,24489,44541,358
True,1655,11,2,1,35,50,17,105633,58243,549,101,8275,False,8,0,39,24152,30436,41856,365
False,1853,5,2,0,33,32,47,103035,56028,622,162,9265,False,3,0,69,24264,29238,43588,349
True,1853,9,2,2,47,51,33,141129,69361,668,97,9265,False,6,0,53,25468,31313,43380,393
False,1651,4,1,0,23,25,35,82030,48857,570,87,8255,False,4,0,41,23941,26387,43901,358
True,1651,11,3,1,35,43,23,112443,59546,616,117,8255,False,3,0,46,23385,29525,41211,385
False,1929,4,0,0,25,38,34,98814,58326,733,156,9645,False,6,0,60,23467,25579,42178,394
True,1929,10,4,1,34,37,25,128784,66871,749,87,9645,False,3,0,60,22867,29011,40449,413
False,1180,1,1,0,18,22,26,61242,35857,429,89,5900,False,1,0,40,26348,33360,43381,404
True,1180,3,1,0,26,38,18,60668,41521,467,103,5900,False,5,0,40,26965,29632,45881,417
True,2311,9,2,2,45,63,38,136196,76994,784,180,11555,False,3,0,81,21399,21660,38709,365
False,2311,8,3,0,38,45,45,162851,76222,869,188,11555,False,8,0,65,24354,25085,33566,401
False,1679,3,1,0,16,16,38,81439,48057,627,125,8395,False,3,0,46,22427,25745,45681,436
True,1679,10,3,1,38,50,16,121262,61203,696,135,8395,False,4,0,73,24776,29137,34552,434
False,1668,3,1,0,18,21,24,57245,46824,600,104,8340,False,4,0,69,24972,21581,37732,437
True,1668,5,3,0,24,44,18,89475,54178,659,75,8340,False,5,0,59,24586,27623,36812,408
False,1092,0,0,0,13,11,29,33765,27640,324,45,5460,False,3,0,30,22445,22725,39582,308
True,1092,4,1,0,29,20,13,46596,39888,425,68,5460,False,2,0,29,29479,29423,37400,390
True,1490,11,3,1,26,35,12,89772,53279,554,154,7450,False,5,0,49,24450,29700,36283,451
False,1490,1,1,0,12,19,26,60812,39353,519,107,7450,False,2,0,39,20435,20170,41186,379
True,1306,11,1,0,43,34,12,76028,49080,439,116,6530,False,2,0,51,28159,36416,47230,363
False,1306,1,1,0,12,11,43,62231,35512,424,87,6530,False,4,0,34,21712,29368,49408,305
True,2775,11,6,2,48,57,43,228385,92731,912,141,13875,False,8,0,107,22038,20556,37024,394
False,2775,3,0,1,43,54,48,217555,86614,1082,222,13875,False,5,0,117,24270,23054,35810,465
True,2072,10,2,2,35,50,31,107824,69314,779,187,10360,False,7,0,57,23724,25316,39501,379
False,2072,4,2,0,31,42,35,148056,64499,769,125,10360,False,3,0,69,24792,26885,34022,404
False,2256,9,3,0,63,101,54,174889,75118,665,240,11280,False,5,0,87,27219,30026,37019,370
True,2256,7,2,1,54,93,63,196995,75464,657,239,11280,False,5,0,43,23953,25517,38504,367
False,1545,1,1,0,14,15,33,77765,41089,555,63,7725,False,1,0,50,23526,31260,50663,399
True,1545,8,3,1,33,41,14,86291,54458,560,147,7725,False,7,0,33,26001,34692,44837,396
True,1802,11,1,0,35,39,21,126652,63749,695,110,9010,False,4,0,53,24047,30695,35969,419
False,1802,2,3,0,21,30,35,74863,50731,600,121,9010,False,5,0,68,22038,19906,46405,346
False,1377,2,1,0,17,12,24,62643,38644,435,98,6885,False,4,0,42,26563,32697,45629,342
True,1377,10,2,1,24,24,17,68893,48195,525,78,6885,False,2,0,42,22306,28523,45794,351
False,1060,1,2,0,10,11,19,31547,28473,385,129,5300,False,2,0,26,22392,25148,44156,384
True,1060,6,0,0,19,20,10,48290,38429,422,50,5300,False,4,0,26,26874,30085,41106,428
False,990,0,1,0,6,9,23,28137,23478,295,37,4950,False,1,0,35,20515,21740,37906,310
True,990,3,1,0,23,27,6,36403,36411,385,47,4950,False,2,0,25,28634,25484,38139,419
