match_id,team_id,is_winner,game_duration,tower_kills,dragon_kills,baron_kills,total_kills,total_assists,total_deaths,total_damage_dealt,total_gold_earned,total_minions_killed,total_time_cc_dealt,total_time_played,had_afk_teammates,total_scuttle_crab_kills,total_ward_takedowns,total_wards_placed,gold15,damage_done15,kills15,cs15
NA1_5175832996,200,True,1656,9,4,1,33,44,26,85949,57463,643,112,8280,False,2,0,55,24977,27711,38786,390
NA1_5155269811,100,False,1832,3,0,0,28,33,44,101830,49353,506,105,9160,False,3,0,60,20854,26803,38922,272
NA1_5155269811,200,True,1832,10,4,1,44,51,28,121856,61543,586,216,9160,False,3,0,40,23812,30705,40054,339
NA1_5152312728,100,True,1330,8,2,0,41,47,14,73630,46023,408,42,6650,False,2,0,27,24754,27273,37122,327
NA1_5152312728,200,False,1330,2,0,0,14,9,41,58498,33887,355,157,6650,False,2,0,20,20993,24231,40847,311
NA1_5152287851,100,False,1888,2,2,0,17,16,39,89125,48205,556,235,9440,False,2,0,26,18289,18952,38349,307
NA1_5152287851,200,True,1888,11,3,1,39,54,18,138917,62220,609,131,9440,False,5,0,38,22417,24338,34799,396
NA1_5152026946,100,True,1848,10,2,0,36,25,32,104551,60870,611,81,9240,False,5,0,43,25046,20471,43710,316
NA1_5152026946,200,False,1848,5,2,1,32,27,36,90266,56080,634,93,9240,False,3,0,59,23713,28276,36963,339
NA1_5150323021,100,True,2047,11,5,0,53,85,21,151141,69659,619,194,10235,False,3,0,58,25585,32961,33430,348
NA1_5150323021,200,False,2047,4,0,1,21,46,53,95788,58149,567,192,10235,False,5,0,65,19540,22025,46627,301
NA1_5150311289,100,False,959,0,0,0,11,8,25,30260,23468,244,41,4795,False,2,0,14,20349,25461,43343,270
NA1_5150311289,200,True,959,2,2,0,25,19,11,37652,32623,322,92,4795,False,2,0,22,27522,32695,40459,361
NA1_5149562550,100,False,2134,3,1,0,31,55,40,110379,57108,516,226,10670,False,4,0,52,19253,20674,33917,273
NA1_5149562550,200,True,2134,8,3,0,40,63,31,125170,63374,638,114,10670,False,4,0,79,19818,20529,33025,323
NA1_5147900548,100,False,2977,7,3,1,42,38,54,175665,89856,995,129,14885,False,8,0,88,19665,19344,43764,375
NA1_5147900548,200,True,2977,10,4,1,54,70,42,226584,91407,1010,218,14885,False,3,0,86,22088,25577,35716,325
NA1_5147883750,100,False,930,0,0,0,5,1,8,12743,18504,175,26,4650,False,0,0,22,17256,11701,25661,218
NA1_5147883750,200,True,930,6,2,0,8,6,5,18340,30172,339,46,4650,False,4,0,16,26493,16909,38820,370
NA1_5172653586,100,True,1614,6,4,0,45,54,26,108435,52404,416,123,8070,False,2,0,64,24537,28146,40990,331
NA1_5172653586,200,False,1614,0,0,1,26,44,46,87796,45639,396,126,8070,False,4,0,46,21745,24206,43906,286
NA1_5172139388,100,False,1534,3,1,0,31,42,31,86704,45178,413,72,7670,False,4,0,37,23756,26374,40453,344
NA1_5172139388,200,True,1534,7,2,0,31,39,31,111339,50252,466,98,7670,False,2,0,40,21085,24535,41078,361
NA1_5171782959,100,True,2148,9,4,0,32,46,22,110976,67480,747,142,10740,False,6,0,73,23656,23601,33216,366
NA1_5171782959,200,False,2148,5,1,0,22,27,32,109683,58594,688,139,10740,False,3,0,75,19944,21511,35182,349
NA1_5171735308,100,False,1455,2,1,0,16,19,29,46519,39818,443,76,7275,False,1,0,32,21844,15517,40033,358
NA1_5171735308,200,True,1455,7,0,1,29,31,16,76497,48553,467,63,7275,False,6,0,40,25231,25137,28994,421
NA1_5171680094,100,False,1850,1,1,0,23,44,31,106884,51275,635,193,9250,False,4,0,46,21065,23013,40624,368
NA1_5171680094,200,True,1850,11,3,1,31,37,23,116801,58148,540,177,9250,False,4,0,42,22091,28822,36026,341
NA1_5176311350,100,False,1326,1,1,0,21,21,36,68432,33953,292,119,6630,False,3,0,35,21848,29828,47052,265
NA1_5176311350,200,True,1326,4,2,0,36,29,21,82025,45296,499,103,6630,False,2,0,22,25004,33761,44188,345
NA1_5172887575,100,True,1432,7,2,0,39,51,13,89101,47090,448,176,7160,False,2,0,46,23744,29432,31804,331
NA1_5172887575,200,False,1432,2,1,0,13,14,40,49939,36123,390,77,7160,False,2,0,47,21172,21510,42416,288
NA1_5172861793,100,True,1798,11,2,1,35,51,21,102881,60853,572,105,8990,False,8,0,47,22363,24861,32798,323
NA1_5172861793,200,False,1798,1,1,0,21,39,35,79355,46257,536,190,8990,False,1,0,44,20220,22581,33306,282
NA1_5154615826,100,False,1814,2,1,0,16,23,48,81602,46149,482,97,9070,False,3,0,52,22026,28183,44762,299
NA1_5154615826,200,True,1814,10,3,1,46,44,16,103493,58685,532,143,9070,False,5,0,43,21060,25671,43213,287
NA1_5154591925,100,True,1236,3,1,0,17,20,7,44799,35374,391,77,6180,False,2,0,34,22828,20590,36023,318
NA1_5154591925,200,False,1236,0,1,0,7,5,17,43762,27792,356,86,6180,False,3,0,35,19379,23861,35028,308
NA1_5160814507,100,False,1929,4,1,0,24,45,35,117713,49799,425,216,9645,False,4,0,43,20078,25962,26196,264
NA1_5160814507,200,True,1929,11,4,1,35,30,24,89250,58229,523,126,9645,False,2,0,61,20592,15812,38758,296
NA1_5160783159,100,False,1748,1,1,0,22,21,39,86512,46631,495,114,8740,False,4,0,39,23227,22828,35366,337
NA1_5160783159,200,True,1748,9,3,0,39,48,22,102701,58781,582,101,8740,False,4,0,29,24227,25182,43107,341
NA1_5160742482,100,False,1968,5,0,0,14,8,46,74566,50543,603,135,9840,False,4,0,58,20229,16645,34269,320
NA1_5160742482,200,True,1968,9,4,2,46,52,14,132236,62350,563,151,9840,False,3,0,69,21978,23230,32858,345
NA1_5156583912,100,False,1718,6,0,0,16,19,33,83123,47026,505,100,8590,False,4,0,37,21666,21653,33098,326
NA1_5156583912,200,True,1718,11,4,1,33,34,16,122917,55869,545,103,8590,False,3,0,54,20159,25596,35501,324
NA1_5156564949,100,True,1108,6,2,0,23,23,3,40758,36411,379,49,5540,False,5,0,34,22221,20238,33749,385
NA1_5156564949,200,False,1108,1,0,0,3,0,25,29462,23866,374,64,5540,False,0,0,22,18402,17546,32748,326
NA1_5168220452,100,True,112,0,0,0,0,0,0,0,2685,4,0,560,True,0,0,1,0,0,0,0
NA1_5168220452,200,False,112,0,0,0,0,0,0,0,2588,3,0,560,True,0,0,1,0,0,0,0
NA1_5168084449,100,False,1519,3,0,0,15,10,28,64723,40884,481,139,7595,False,2,0,43,20699,23002,37095,315
NA1_5168084449,200,True,1519,4,3,0,28,33,15,69423,45109,503,98,7595,False,4,0,46,22816,25012,38937,345
NA1_5167641201,100,False,2203,3,3,0,37,58,49,144279,62958,615,145,11015,False,4,0,56,20437,21625,33738,348
NA1_5167641201,200,True,2203,10,2,1,49,75,37,146561,68660,520,171,11015,False,4,0,56,20792,21425,37098,321
NA1_5167597431,100,True,1356,5,3,0,22,21,11,55437,41533,479,81,6780,False,5,0,31,21067,19103,36578,343
NA1_5167597431,200,False,1356,1,0,0,11,13,22,45994,32681,383,94,6780,False,0,0,32,20882,19879,30090,315
NA1_5167103647,100,True,1806,9,2,0,41,56,27,111656,57367,530,208,9030,False,4,0,26,25161,25877,32882,343
NA1_5167103647,200,False,1806,4,1,0,26,24,41,86962,49442,447,202,9030,False,3,0,56,18975,21482,39034,257
NA1_5145638436,100,True,1999,11,4,1,43,51,29,133761,68606,655,164,9995,False,5,0,61,23803,26374,38389,372
NA1_5145638436,200,False,1999,6,0,0,29,35,43,106411,60396,641,107,9995,False,3,0,45,22780,25640,39370,302
NA1_5137982095,100,False,1344,1,2,0,8,6,23,45756,31032,422,81,6720,False,3,0,42,20305,19887,35317,340
NA1_5137982095,200,True,1344,4,1,0,23,31,8,59544,39462,428,90,6720,False,2,0,29,22261,23400,33940,336
NA1_5136934999,100,False,2289,8,4,0,41,45,38,137675,69538,688,158,11445,False,5,0,76,20500,24620,31546,313
NA1_5136934999,200,True,2289,9,2,1,38,74,41,142606,72060,677,74,11445,False,4,0,54,20241,19112,37438,352
NA1_5135378302,100,True,2667,10,5,0,61,87,43,198244,86635,760,289,13335,False,4,0,85,21363,24724,37742,302
NA1_5135378302,200,False,2667,8,2,1,43,48,61,203003,79395,664,294,13335,False,4,0,57,22376,27308,41129,312
NA1_5134836634,100,True,1671,11,4,0,47,30,19,123651,55434,530,60,8355,False,5,0,31,23920,29815,28509,350
NA1_5134836634,200,False,1671,0,0,0,19,18,47,71026,44332,524,92,8355,False,2,0,32,19131,13074,41594,351
NA1_5168172501,100,True,1940,7,4,0,37,39,17,97891,60689,617,104,9700,False,4,0,58,22871,20288,32785,339
NA1_5168172501,200,False,1940,4,1,0,17,27,37,91266,52930,636,101,9700,False,5,0,59,20591,22161,30797,319
NA1_5168164642,100,False,119,0,0,0,0,0,1,762,2624,1,0,595,True,0,0,3,0,0,0,0
NA1_5168164642,200,True,119,0,0,0,1,1,0,1574,3278,9,1,595,True,0,0,1,0,0,0,0
NA1_5145521816,100,False,1875,4,1,0,28,25,40,116346,52733,522,222,9375,False,3,0,43,24369,29115,34376,326
NA1_5145521816,200,True,1875,10,3,2,40,55,28,126589,63348,548,278,9375,False,6,0,56,20757,21924,45342,340
NA1_5142513840,100,False,1828,3,3,0,28,38,35,96482,50023,555,183,9140,False,5,0,42,22209,21858,39204,352
NA1_5142513840,200,True,1828,10,1,1,35,46,28,123467,59741,545,188,9140,False,4,0,60,21685,28451,37950,328
NA1_5142487153,100,True,2242,7,4,0,40,49,27,144606,68154,738,115,11210,False,4,0,70,20620,24981,42111,353
NA1_5142487153,200,False,2242,5,1,0,27,37,41,125989,63439,699,169,11210,False,5,0,66,21626,28294,37202,354
NA1_5150559865,100,True,1638,10,3,1,29,56,18,94984,56515,609,125,8190,False,3,0,42,22697,20857,26002,413
NA1_5150559865,200,False,1638,2,1,0,17,20,29,61531,42268,502,114,8190,False,4,0,49,21072,14717,35318,386
NA1_5150537293,100,False,1749,2,3,0,22,33,34,71875,46508,534,123,8745,False,1,0,43,21904,23258,37883,333
NA1_5150537293,200,True,1749,9,1,1,34,54,22,104254,56040,535,175,8745,False,7,0,52,22913,24412,34115,336
NA1_5150249978,100,True,2650,10,3,1,46,105,38,294536,78873,725,189,13250,False,8,0,59,20784,26049,33258,320
NA1_5150249978,200,False,2650,7,3,0,38,44,46,233834,74960,801,202,13250,False,5,0,66,21909,24357,39714,308
NA1_5150215113,100,False,1836,4,2,0,32,38,43,108114,55323,543,159,9180,False,4,0,71,25107,31385,44603,368
NA1_5150215113,200,True,1836,9,2,1,43,70,32,105980,62981,592,207,9180,False,3,0,54,23910,28900,45716,315
NA1_5150164868,100,True,2341,10,4,0,55,75,58,164995,81539,815,262,11705,False,5,0,63,25877,27287,43806,316
NA1_5150164868,200,False,2341,9,2,2,58,70,55,166555,81398,671,120,11705,False,5,0,84,27844,32392,41839,342
NA1_5146922258,100,False,2341,7,2,0,36,53,39,177407,71170,822,151,11705,False,6,0,53,22985,26208,34727,381
NA1_5146922258,200,True,2341,10,3,2,39,45,36,139304,76590,794,100,11705,False,5,0,55,22615,22651,39763,368
NA1_5146922813,100,True,109,0,0,0,1,1,1,1229,2896,1,1,545,True,0,0,3,0,0,0,0
NA1_5146922813,200,False,109,0,0,0,1,1,1,1450,3112,2,1,545,True,0,0,2,0,0,0,0
NA1_5146917138,100,True,1431,10,3,0,33,37,14,81793,47310,458,86,7155,False,2,0,43,23333,28815,36201,341
NA1_5146917138,200,False,1431,1,0,0,14,11,33,50851,37216,433,76,7155,False,3,0,34,21556,19670,38165,312
NA1_5146891243,100,False,1741,3,1,0,19,14,35,74262,45358,525,98,8705,False,1,0,51,20070,21213,38124,282
NA1_5146891243,200,True,1741,9,3,0,35,41,19,100672,52998,489,108,8705,False,3,0,38,22057,27885,37565,301
NA1_5146857129,100,True,1616,11,4,0,48,59,25,133678,57552,465,159,8080,False,5,0,41,25197,30115,39488,349
NA1_5146857129,200,False,1616,1,0,0,25,36,48,86334,44139,455,101,8080,False,1,0,32,20626,22526,40328,288
NA1_5173353927,100,False,2112,4,1,0,17,18,41,91462,56032,695,108,10560,False,4,0,71,20138,16717,36385,338
NA1_5173353927,200,True,2112,10,4,0,41,41,17,129249,68249,808,135,10560,False,6,0,66,21886,22348,31203,397
NA1_5156277303,100,True,1384,6,4,0,28,27,14,65263,45175,420,88,6920,False,2,0,32,23660,24830,40830,367
NA1_5156277303,200,False,1384,1,0,0,14,15,29,63196,36576,474,88,6920,False,5,0,29,22002,26744,39165,374
NA1_5156002258,100,True,2252,8,4,0,52,69,41,152170,72710,676,279,11260,False,8,0,90,25284,28814,45103,374
NA1_5156002258,200,False,2252,4,1,0,41,59,52,178515,62928,591,316,11260,False,2,0,67,20433,29823,42271,306
NA1_5155570321,100,False,1914,1,1,0,23,40,42,90071,48522,519,136,9570,False,1,0,74,19436,23218,33170,257
NA1_5155570321,200,True,1914,11,3,1,41,45,23,103044,65968,648,125,9570,False,5,0,65,26003,24497,35008,373
NA1_5155519898,100,True,2257,8,4,1,40,55,45,132343,66599,623,161,11285,False,1,0,66,20595,23968,44478,262
NA1_5155519898,200,False,2257,8,1,1,45,61,41,147715,69324,716,132,11285,False,6,0,91,24296,32045,37987,334
NA1_5177009833,100,True,2167,10,2,1,36,46,34,161192,71071,748,148,10835,False,5,0,90,21404,26453,33503,365
NA1_5177009833,200,False,2167,10,3,1,34,35,36,104956,66161,646,304,10835,False,5,0,51,21563,19952,41971,340
NA1_5176962391,100,False,2509,5,3,0,31,31,59,145104,67636,717,190,12545,False,3,0,54,22670,20810,33826,333
NA1_5176962391,200,True,2509,10,3,1,59,85,31,165405,78227,775,433,12545,False,7,0,68,22286,17399,35550,371
NA1_5176011277,100,False,2206,7,2,0,25,39,31,134191,63786,707,134,11030,False,5,0,63,20565,21119,33692,333
NA1_5176011277,200,True,2206,10,2,2,31,46,25,134619,67629,627,188,11030,False,6,0,61,20893,23377,36210,334
NA1_5175650115,100,False,2495,5,3,0,29,49,36,118794,68286,704,275,12475,False,5,0,86,22827,25847,34187,302
NA1_5175650115,200,True,2495,10,3,3,36,56,29,130832,77530,760,135,12475,False,6,0,109,22712,25766,40507,354
NA1_5175631021,100,True,2200,9,1,0,21,29,41,99133,65519,744,136,11000,False,6,0,93,20598,20328,37114,366
NA1_5175631021,200,False,2200,9,5,0,41,55,21,127009,69276,716,171,11000,False,5,0,67,23002,22110,25050,371
NA1_5139214211,100,True,1391,10,2,0,29,29,21,83276,47800,494,100,6955,False,1,0,34,23724,30628,38479,371
NA1_5139214211,200,False,1391,3,1,0,20,13,29,60991,39008,435,64,6955,False,4,0,39,23399,22492,46363,320
NA1_5138725503,100,False,2226,6,1,0,34,55,52,167821,70501,716,156,11130,False,3,0,51,19776,24679,47667,332
NA1_5138725503,200,True,2226,11,4,0,52,63,35,210686,75499,728,170,11130,False,8,0,66,25667,30485,40944,405
NA1_5136683314,100,False,1696,1,1,0,16,38,27,73884,43080,513,108,8480,False,3,0,38,18930,10245,31630,385
NA1_5136683314,200,True,1696,5,3,0,27,50,16,104896,50604,531,167,8480,False,3,0,43,20974,20135,27287,373
NA1_5136664497,100,False,1143,0,0,0,10,11,19,41154,28032,329,42,5715,False,3,0,29,19838,21744,33646,336
NA1_5136664497,200,True,1143,4,2,0,19,20,10,39830,34537,374,63,5715,False,2,0,31,22481,19724,35641,369
NA1_5134009405,100,True,2091,10,4,0,50,62,41,202803,74425,789,153,10455,False,4,0,74,22869,30399,38170,391
NA1_5134009405,200,False,2091,4,1,0,41,59,50,139793,65348,637,111,10455,False,5,0,52,23364,23424,49738,377
NA1_5143900482,100,True,109,0,0,0,0,0,0,542,2542,2,0,545,True,0,0,2,0,0,0,0
NA1_5143900482,200,False,109,0,0,0,0,0,0,464,2521,1,0,545,True,0,0,0,0,0,0,0
NA1_5143709248,100,True,1889,10,4,1,41,44,29,135222,65106,573,129,9445,False,6,0,49,24874,23911,38477,380
NA1_5143709248,200,False,1889,2,0,0,28,42,41,88696,53422,570,122,9445,False,3,0,46,21579,24772,38314,331
NA1_5143585203,100,False,1482,4,1,0,24,36,36,78144,41685,436,106,7410,False,1,0,43,23537,33128,38039,291
NA1_5143585203,200,True,1482,7,2,0,36,43,24,85658,48412,438,143,7410,False,1,0,31,23450,25036,46115,297
NA1_5142272337,100,True,1880,10,3,1,28,40,15,91945,60814,626,120,9400,False,3,0,47,25464,21564,32785,393
NA1_5142272337,200,False,1880,2,2,0,15,16,28,67483,48183,580,68,9400,False,5,0,56,19326,15200,35471,313
NA1_5141420196,100,True,1093,4,2,0,25,22,8,45584,35960,356,90,5465,False,5,0,24,23983,26406,35716,342
NA1_5141420196,200,False,1093,0,0,0,8,10,25,32609,26366,319,121,5465,False,0,0,24,21224,23004,41452,338
NA1_5176635280,100,False,2094,7,0,0,44,52,48,163173,58771,464,144,10470,False,3,0,48,24145,37567,46061,255
NA1_5176635280,200,True,2094,7,5,1,48,64,44,183800,66312,488,153,10470,False,2,0,49,22639,32969,50261,283
NA1_5174790009,100,True,111,0,0,0,0,0,0,0,2520,0,0,555,True,0,0,2,0,0,0,0
NA1_5174790009,200,False,111,0,0,0,0,0,0,0,2647,2,0,555,True,0,0,1,0,0,0,0
NA1_5174729316,100,False,2107,4,0,0,27,32,41,97619,59519,662,116,10535,False,3,0,52,23504,24701,42724,323
NA1_5174729316,200,True,2107,11,5,2,41,38,28,141573,71288,680,162,10535,False,6,0,52,23860,28808,42078,293
NA1_5174711608,100,True,1162,3,0,0,19,16,7,43165,35055,393,116,5810,False,4,0,26,24273,23707,37364,373
NA1_5174711608,200,False,1162,0,1,0,7,10,19,40775,27946,329,35,5810,False,1,0,25,18672,20364,41233,304
NA1_5173812755,100,True,2066,8,3,0,41,53,18,118913,58576,543,110,10330,False,2,0,66,22003,30241,35459,250
NA1_5173812755,200,False,2066,4,1,0,18,16,41,86504,52030,587,165,10330,False,7,0,54,18931,21236,41074,268
NA1_5171960317,100,False,1773,3,0,0,31,35,34,99190,50988,518,240,8865,False,4,0,47,21388,23242,41687,311
NA1_5171960317,200,True,1773,9,4,1,34,39,31,109275,59116,556,246,8865,False,3,0,43,24195,29777,38738,345
NA1_5171917975,100,False,1525,2,2,0,22,24,22,71334,44723,480,71,7625,False,4,0,46,21439,26620,41284,350
NA1_5171917975,200,True,1525,11,1,0,22,22,22,80332,49910,526,167,7625,False,3,0,36,25700,26083,44605,385
NA1_5168942487,100,True,2555,10,3,1,57,85,44,260996,82604,718,292,12775,False,5,0,99,23706,30346,45161,311
NA1_5168942487,200,False,2555,7,3,1,44,67,57,217994,79182,695,228,12775,False,5,0,57,23340,30219,42925,337
NA1_5166892516,100,True,1617,10,3,0,36,48,20,91013,55622,540,105,8085,False,3,0,36,23271,19608,34618,378
NA1_5166892516,200,False,1617,3,1,0,20,19,36,63172,45953,580,87,8085,False,3,0,43,22690,22523,33389,395
NA1_5165962348,100,False,1957,3,1,0,28,41,33,104073,55018,616,184,9785,False,3,0,33,22393,21441,33739,319
NA1_5165962348,200,True,1957,10,3,1,33,38,28,110288,62079,556,154,9785,False,4,0,53,22050,20904,34035,311
NA1_5159100613,100,True,1441,6,2,0,22,22,7,73237,47769,562,67,7205,False,4,0,54,23196,23621,33612,401
NA1_5159100613,200,False,1441,0,0,0,7,7,22,43077,35603,542,64,7205,False,3,0,37,20797,20724,33252,418
NA1_5159034628,100,True,1463,9,2,0,25,47,21,84898,48410,520,164,7315,False,4,0,34,26017,30822,35556,426
NA1_5159034628,200,False,1463,2,1,0,20,21,25,53571,42706,547,74,7315,False,1,0,40,22136,17983,41589,380
NA1_5158979773,100,True,1396,8,2,0,27,47,14,77973,47426,486,120,6980,False,3,0,34,25977,23711,36035,435
NA1_5158979773,200,False,1396,1,1,0,14,23,27,51032,36535,427,126,6980,False,2,0,38,19353,19937,31395,317
NA1_5158921638,100,False,2029,4,1,1,38,49,41,130417,62378,652,91,10145,False,4,0,55,25987,28569,41283,394
NA1_5158921638,200,True,2029,7,4,1,41,57,39,145823,65862,653,138,10145,False,4,0,46,23486,26727,43088,361
NA1_5157598996,100,True,1644,10,3,1,40,52,16,95053,54360,512,126,8220,False,3,0,36,22433,23264,38874,330
NA1_5157598996,200,False,1644,1,0,0,16,25,40,70558,39408,415,109,8220,False,2,0,32,19252,25181,38300,270
NA1_5170628117,100,True,2133,8,4,0,34,67,31,149899,61817,564,207,10665,False,7,0,61,21538,25103,40234,331
NA1_5170628117,200,False,2133,3,1,0,30,47,34,112725,55048,558,222,10665,False,2,0,74,20989,21280,41495,329
NA1_5170554611,100,False,2907,8,4,0,38,50,52,227627,78041,736,297,14535,False,10,0,92,20487,20421,29154,314
NA1_5170554611,200,True,2907,10,2,1,52,101,38,248527,85353,722,320,14535,False,3,0,58,19514,18173,34488,266
NA1_5170544223,100,True,180,0,0,0,1,1,0,1940,4871,33,2,900,True,0,0,1,0,0,0,0
NA1_5170544223,200,False,180,0,0,0,0,0,1,835,3835,17,0,900,True,0,0,2,0,0,0,0
NA1_5170506109,100,False,1772,1,3,0,24,28,31,102504,49075,576,160,8860,False,3,0,50,21396,28441,37379,354
NA1_5170506109,200,True,1772,11,1,0,31,35,24,100220,58324,575,65,8860,False,4,0,64,23610,27260,40805,346
NA1_5169238130,100,False,1673,3,1,0,25,26,50,73435,47553,410,64,8365,False,4,0,32,25212,27119,50290,297
NA1_5169238130,200,True,1673,10,3,1,50,62,25,101164,57849,332,193,8365,False,4,0,38,27734,34562,42512,289
NA1_5153428581,100,True,128,0,0,0,0,0,0,0,3019,14,0,640,True,0,0,3,0,0,0,0
NA1_5153428581,200,False,128,0,0,0,0,0,0,272,2910,5,0,640,True,0,0,1,0,0,0,0
NA1_5153425066,100,True,1855,10,1,1,33,35,29,90445,61009,634,150,9275,False,6,0,38,20840,21480,36608,320
NA1_5153425066,200,False,1855,6,3,0,28,29,33,101182,55120,585,99,9275,False,3,0,57,22326,23028,37555,353
NA1_5152711424,100,False,2789,8,2,1,53,43,62,179058,86707,783,143,13945,False,4,0,74,23995,28331,40639,375
NA1_5152711424,200,True,2789,9,4,2,62,93,53,215863,89184,828,218,13945,False,7,0,82,21498,23474,39567,323
NA1_5149579050,100,False,2488,6,2,0,45,50,39,199672,73638,683,183,12440,False,5,0,71,23393,27688,41702,341
NA1_5149579050,200,True,2488,9,4,2,39,59,46,186670,77836,727,217,12440,False,6,0,67,20723,25107,39274,342
NA1_5148886207,100,True,1785,11,4,1,31,37,26,115558,58527,573,175,8925,False,2,0,56,24611,26601,39013,331
NA1_5148886207,200,False,1785,3,0,0,25,31,32,100973,52533,627,128,8925,False,4,0,35,23510,24498,41077,357
NA1_5176457606,100,False,1245,2,1,0,9,6,36,40710,31712,312,69,6225,False,2,0,28,19410,20878,48814,288
NA1_5176457606,200,True,1245,8,1,0,36,39,9,75184,42772,372,97,6225,False,3,0,34,26635,36068,44839,296
NA1_5176401924,100,False,3448,10,4,1,88,95,55,273075,107070,953,591,17240,False,6,0,35,21187,22973,34825,247
NA1_5176401924,200,True,3448,11,4,0,55,64,88,237535,103617,1074,199,17240,False,6,0,80,21478,24657,35255,300
NA1_5176376421,100,True,1043,5,1,0,26,24,13,51383,36514,408,52,5215,False,2,0,24,28904,31168,40120,398
NA1_5176376421,200,False,1043,1,0,0,12,8,26,25086,27409,268,45,5215,False,2,0,16,21498,16201,44642,288
NA1_5176332101,100,False,1861,2,1,0,22,30,40,76259,50393,523,83,9305,False,5,0,42,19046,19859,39349,310
NA1_5176332101,200,True,1861,11,3,1,40,47,22,113952,62421,562,103,9305,False,2,0,42,21684,29224,34131,343
NA1_5176307315,100,True,1012,3,1,0,20,12,7,42790,31883,334,42,5060,False,2,0,24,23671,28181,37101,342
NA1_5176307315,200,False,1012,0,0,0,7,6,20,28280,22701,247,65,5060,False,1,0,25,18712,19847,41242,273
NA1_5173852481,100,False,951,0,0,0,5,0,12,18831,21829,318,51,4755,False,0,0,22,19436,16254,35317,337
NA1_5173852481,200,True,951,1,2,0,12,11,5,23079,26357,323,49,4755,False,3,0,22,23600,18542,31867,361
NA1_5173816059,100,True,2748,11,5,1,48,62,44,195917,89773,921,181,13740,False,8,0,89,24041,27277,40743,399
NA1_5173816059,200,False,2748,8,2,1,44,58,48,188936,85983,899,280,13740,False,2,0,57,22738,24074,39051,335
NA1_5173787109,100,False,1771,0,4,0,23,25,44,73098,46478,458,78,8855,False,1,0,41,20474,20418,36564,282
NA1_5173787109,200,True,1771,11,0,0,44,38,23,107973,60662,631,86,8855,False,6,0,36,24684,26535,36000,393
NA1_5173578901,100,True,1423,6,3,1,22,25,18,75477,44607,452,63,7115,False,6,0,31,23880,29034,36764,360
NA1_5173578901,200,False,1423,1,0,0,18,15,22,44144,36862,351,51,7115,False,1,0,29,20036,19629,43878,243
NA1_5171934512,100,True,3297,10,5,2,75,99,67,258520,102565,776,292,16485,False,8,0,140,20104,24119,38301,246
NA1_5171934512,200,False,3297,9,3,1,67,64,75,251469,99444,943,231,16485,False,5,0,62,22205,28935,37612,325
NA1_5175328930,100,True,2735,11,4,0,33,56,48,229840,83013,913,222,13675,False,6,0,92,20662,21351,37675,371
NA1_5175328930,200,False,2735,6,2,1,48,79,34,191442,83882,945,247,13675,False,5,0,102,19769,18277,32051,332
NA1_5172515718,100,True,1664,10,2,1,45,48,27,117783,62123,581,184,8320,False,2,0,54,26274,33350,40776,396
NA1_5172515718,200,False,1664,2,1,0,26,32,45,77978,48809,514,195,8320,False,4,0,57,22700,23532,45583,339
NA1_5172477649,100,True,1647,11,4,0,38,51,15,128438,59026,580,175,8235,False,2,0,49,24432,27250,41076,404
NA1_5172477649,200,False,1647,0,0,0,15,27,38,87938,43098,537,151,8235,False,4,0,36,20260,23696,44503,388
NA1_5171632698,100,True,2333,9,3,1,42,77,36,171788,76779,686,215,11665,False,6,0,82,21911,22110,33302,355
NA1_5171632698,200,False,2333,9,3,0,35,42,42,123457,66260,714,167,11665,False,3,0,48,20327,16602,34093,347
NA1_5171578510,100,False,2430,9,2,2,39,65,48,175918,79968,824,225,12150,False,6,0,62,23444,22218,37850,372
NA1_5171578510,200,True,2430,8,4,0,48,82,39,199803,77009,789,178,12150,False,5,0,62,23529,25684,35142,348
NA1_5137450941,100,True,1588,8,3,0,31,45,19,92876,52331,524,88,7940,False,3,0,46,23245,26223,35365,352
NA1_5137450941,200,False,1588,3,0,0,19,24,31,66430,42992,454,80,7940,False,2,0,33,23163,22752,38257,328
NA1_5136912787,100,True,3080,10,4,3,64,72,48,234527,103881,924,179,15400,False,9,0,98,23411,23926,41652,363
NA1_5136912787,200,False,3080,11,3,0,48,57,65,230636,94360,940,453,15400,False,3,0,105,23254,23612,39272,362
NA1_5136875925,100,True,1654,5,2,0,35,33,32,98574,54542,515,89,8270,False,5,0,65,25258,31479,37529,338
NA1_5136875925,200,False,1654,5,2,0,32,37,36,79896,52290,477,78,8270,False,2,0,62,26627,26271,45948,322
NA1_5136848421,100,True,948,2,2,0,11,11,3,30431,28540,339,47,4740,False,3,0,20,24335,25455,31817,385
NA1_5136848421,200,False,948,0,0,0,3,5,11,20760,22449,321,25,4740,False,2,0,25,20316,16942,35529,358
NA1_5136786992,100,True,1499,11,4,1,34,39,14,99032,52417,427,82,7495,False,5,0,44,25896,40995,38266,315
NA1_5136786992,200,False,1499,0,0,0,14,14,34,54727,37153,512,73,7495,False,0,0,42,21114,26146,51492,342
NA1_5167921332,100,False,1415,1,2,0,12,15,40,52863,36951,451,119,7075,False,2,0,33,21027,22308,45931,363
NA1_5167921332,200,True,1415,9,1,1,40,44,12,76612,53422,522,106,7075,False,4,0,46,29286,33727,38579,413
NA1_5167909437,100,True,1467,6,2,0,31,42,18,90805,46698,435,162,7335,False,5,0,44,24508,28886,41668,330
